Interested_Area,programming,Web,Mobile,Software,Linux,UML,UI,Network,Security,Cloud,BigData,ML,Mathematics,Statistics,Support,Topup_Course,choice
Multimedia,0,6,1,4,1,9,8,1,1,3,0,0,4,3,2,IM,Multimedia Programmer
Cyber,0,2,2,3,9,2,1,9,10,10,0,2,1,0,2,Cyber,Information Assurance Engineer
Analytics,10,1,4,3,2,9,3,4,1,3,9,6,8,8,0,Data,ML Engineer
Multimedia,4,6,3,2,1,10,6,2,1,1,1,4,4,4,3,IM,UI Engineer
Networking,2,4,4,1,10,3,3,10,7,7,1,0,4,1,3,CSN,Embedded Systems Designer
IT,8,7,7,8,2,6,9,9,6,6,2,9,8,6,8,IT,SEO
IT,8,9,8,7,2,6,9,9,6,7,0,7,6,6,6,IT,Infrastructure Engineer
Cyber,4,4,3,0,9,1,4,6,7,7,0,1,0,0,2,Cyber,Risk Specialist
Analytics,7,1,2,2,2,10,4,4,0,1,8,5,7,7,2,Data,IT Consultant
Systems,2,1,2,4,8,1,0,9,2,1,3,3,10,9,10,CSE,Systems Security Analyst
Networking,1,2,2,2,9,3,4,8,6,10,0,3,4,4,1,CSN,Embedded Systems Designer
Analytics,9,4,3,4,1,10,3,3,4,4,9,7,9,9,2,Data,Database Admin
Business,4,2,3,4,3,6,3,7,7,10,10,8,4,2,6,ISE,IS Auditor
IT,10,8,9,9,3,6,8,8,9,6,3,5,9,7,6,IT,Network Engineer
Business,3,2,4,1,3,10,3,7,10,7,5,6,3,2,6,ISE,System Developer
Cyber,0,4,4,2,10,1,2,9,7,7,1,3,0,4,2,Cyber,Information Assurance Engineer
Programming,6,7,10,9,1,1,9,0,0,8,3,5,9,10,1,SE,ERP Consultant
Multimedia,1,6,3,3,2,7,8,1,2,2,4,2,3,2,1,IM,Game Developer
Systems,1,0,1,3,9,3,0,10,1,3,1,0,10,6,10,CSE,Network Engineer
Business,4,0,3,1,2,8,0,7,7,6,6,8,0,3,6,ISE,Data Analyst
Computational  Theory,7,5,7,9,9,7,0,2,3,9,10,7,7,6,1,CS,Web Designer
Business,3,3,4,4,1,10,1,7,7,9,10,10,3,4,8,ISE,IT Consultant
IT,10,8,6,6,4,9,9,7,8,10,2,7,10,9,9,IT,SEO
Programming,8,10,9,6,4,4,9,0,0,9,1,9,10,8,3,SE,Game Developer
Multimedia,2,10,2,0,4,8,6,3,2,4,2,3,2,4,0,IM,UI Engineer
IT,6,10,7,10,4,9,8,6,6,9,3,7,8,10,10,IT,TechOps EngineerDevops Engineer
Cyber,3,2,0,1,10,0,0,7,10,9,4,2,0,2,3,Cyber,IT Auditor
Cyber,4,2,3,3,9,4,3,6,9,8,2,2,4,2,4,Cyber,Endpoint Engineer
Computational  Theory,9,8,10,10,8,8,3,1,1,8,6,7,10,9,0,CS,Data scientist
Analytics,8,2,3,2,1,7,2,2,1,2,7,10,9,6,1,Data,Database Admin
Systems,2,2,3,2,10,3,0,9,1,3,2,2,10,10,10,CSE,Network Security Specialist
Business,0,4,0,4,0,9,3,8,6,7,7,8,0,4,6,ISE,System Developer
Computational  Theory,7,5,10,8,6,9,2,3,0,8,10,10,9,10,4,CS,Software Engineer
Programming,6,7,7,8,4,3,7,0,1,6,1,5,6,7,1,SE,Game Developer
Computational  Theory,10,6,8,9,6,6,3,4,3,7,8,5,9,8,1,CS,Software Engineer
Analytics,6,1,0,4,2,10,2,3,1,3,7,7,8,6,1,Data,Data Consultant
Cyber,2,2,3,4,6,1,0,9,8,7,3,3,3,1,1,Cyber,Information Assurance Engineer
Business,4,0,1,1,1,10,3,8,10,7,10,9,0,1,5,ISE,Business Analyst
Business,3,2,0,4,3,10,0,8,10,7,8,9,3,1,7,ISE,Information Security Analyst
Multimedia,2,6,3,4,1,6,9,2,1,2,3,2,1,3,0,IM,3D Visualizer
Networking,4,1,3,1,6,0,4,8,9,9,2,0,0,1,4,CSN,Information Security Manager
IT,10,9,7,10,2,7,8,7,10,8,2,7,7,9,9,IT,Support Engineer
Cyber,3,4,4,2,8,1,3,9,8,10,2,4,4,2,0,Cyber,Security Engineer
Business,0,1,0,0,4,9,0,7,8,6,5,6,3,0,5,ISE,Data Analyst
Computational  Theory,9,5,8,10,8,6,1,4,2,9,6,7,9,6,3,CS,Data scientist
Cyber,2,0,3,3,6,3,0,7,8,7,4,4,4,0,3,Cyber,Risk Specialist
IT,7,6,7,7,4,7,9,10,7,6,2,7,8,10,6,IT,Data Analyst
IT,10,8,6,6,2,8,8,7,9,9,3,8,8,6,7,IT,SEO
Analytics,10,0,4,1,2,7,2,4,3,3,7,8,10,9,4,Data,Data Analyst
Programming,10,5,6,6,2,2,8,4,2,7,0,9,6,8,4,SE,Software Architect
Networking,2,2,1,1,9,2,2,6,10,10,0,4,1,4,4,CSN,Network Engineer
Systems,3,4,4,3,6,3,0,7,0,1,1,0,8,6,9,CSE,Computer Hardware Engineer
IT,10,7,7,8,4,8,6,8,7,6,3,9,10,8,10,IT,Data Analyst
Systems,3,0,4,0,9,2,1,6,1,4,2,2,6,8,5,CSE,Systems Security Analyst
Systems,1,2,0,1,9,1,1,6,4,4,4,1,6,8,6,CSE,Network Engineer
Computational  Theory,9,6,9,9,10,6,3,0,4,6,6,8,6,8,0,CS,Network Engineer
Analytics,10,4,3,1,1,10,4,3,1,4,6,9,6,8,0,Data,IT Consultant
Business,2,2,4,4,1,10,3,10,9,10,6,8,0,3,6,ISE,Business Analyst
IT,9,9,10,7,2,10,6,7,9,9,0,9,7,6,9,IT,TechOps EngineerDevops Engineer
Multimedia,3,6,2,1,2,7,8,3,4,2,2,3,2,0,3,IM,UI Engineer
Computational  Theory,9,7,6,8,9,8,0,0,2,7,8,8,8,7,0,CS,Network Engineer
Multimedia,2,6,1,3,0,7,10,0,0,2,1,2,1,3,2,IM,3D Visualizer
IT,10,10,8,7,4,8,8,9,8,6,4,5,10,9,7,IT,QA Engineer
Cyber,4,2,0,2,9,0,2,8,7,10,0,1,3,4,0,Cyber,Security Engineer
Systems,2,4,2,3,8,3,4,10,0,3,3,1,7,7,10,CSE,Network Engineer
Networking,3,2,4,0,7,4,3,6,10,6,1,3,0,4,1,CSN,Network Administrator
Networking,4,4,0,2,7,0,4,6,10,9,4,4,4,2,4,CSN,Database Administrator
Networking,1,0,2,0,7,1,3,10,7,6,0,4,4,3,2,CSN,Network Architect
Computational  Theory,10,5,10,7,6,7,0,2,3,7,9,10,8,6,1,CS,Network Engineer
Multimedia,0,5,0,3,3,10,7,2,2,2,0,3,1,0,3,IM,Game Concept designer
IT,7,6,7,6,4,7,10,6,10,8,4,6,6,7,10,IT,Infrastructure Engineer
Cyber,1,1,1,3,8,1,1,7,6,9,0,3,1,2,4,Cyber,Application security engineer
Business,1,0,2,3,1,8,2,9,8,6,10,5,0,2,10,ISE,Business Analyst
Computational  Theory,9,7,10,8,9,10,2,0,1,7,5,10,7,7,0,CS,Technical Consultant
IT,6,10,8,8,0,9,7,8,7,10,0,8,10,10,10,IT,QA Engineer
Business,0,2,0,2,4,10,3,8,10,7,8,5,3,1,7,ISE,Database Administrator
Systems,0,2,3,4,9,1,4,9,2,1,1,1,10,6,9,CSE,Network Engineer
IT,6,8,6,10,1,8,7,10,6,7,4,8,8,7,5,IT,Business Analyst
Analytics,10,2,0,4,4,7,1,0,4,1,7,7,10,7,0,Data,Data Engineer
Computational  Theory,6,7,7,7,8,6,0,4,3,7,6,6,9,10,3,CS,ML Engineer
Systems,0,1,2,1,8,3,0,8,3,0,2,1,7,7,8,CSE,Systems Security Analyst
Networking,4,0,3,1,6,2,1,6,10,8,4,0,4,0,0,CSN,Embedded Software Designer
Programming,10,5,7,6,3,0,9,0,0,10,1,10,7,8,4,SE,Application Engineer
Business,1,4,1,4,0,7,1,9,10,10,6,5,0,0,9,ISE,Systems Analysts
Analytics,7,2,3,2,3,6,4,2,3,4,7,6,9,7,0,Data,AI Engineer
Systems,1,4,2,1,6,1,2,6,3,0,3,0,8,8,5,CSE,Computer Hardware Engineer
Multimedia,1,7,3,3,4,9,10,0,0,0,1,1,4,3,3,IM,Game Concept designer
Multimedia,0,10,2,1,1,6,7,0,4,3,2,3,3,4,1,IM,Multimedia Developer
Networking,3,0,3,1,9,0,4,7,9,7,4,3,3,1,1,CSN,Information Security Manager
Computational  Theory,10,5,9,7,9,9,2,2,3,7,8,10,8,7,3,CS,ML Engineer
IT,10,8,7,9,3,8,10,8,8,9,2,9,8,10,7,IT,System EngineerUI Engineer
Business,2,2,1,4,4,10,0,8,10,6,6,9,4,0,7,ISE,System Developer
IT,7,9,8,7,3,9,7,6,7,7,0,5,8,8,5,IT,System EngineerUI Engineer
Multimedia,3,6,4,1,1,10,6,3,1,4,2,1,3,0,1,IM,UI Engineer
Networking,4,2,2,0,9,0,1,7,8,9,4,3,1,4,3,CSN,Communication Engineer
Programming,9,9,7,9,4,1,10,4,3,7,3,5,6,7,4,SE,Application Engineer
IT,9,6,7,6,2,7,8,7,10,10,0,10,6,8,6,IT,System EngineerUI Engineer
Programming,9,5,9,9,1,2,7,0,3,7,1,6,6,8,1,SE,Technical Consultant
Computational  Theory,9,10,10,6,10,7,1,0,4,7,8,7,8,7,4,CS,Network Engineer
IT,7,10,10,9,4,7,9,6,8,7,1,6,9,6,9,IT,Network Engineer
Programming,6,8,7,8,1,4,8,1,2,6,3,6,10,6,1,SE,Product Specialist
Computational  Theory,10,6,10,8,10,8,1,2,1,7,8,6,8,9,3,CS,Network Engineer
Networking,4,4,3,1,10,1,1,9,9,6,4,4,4,2,1,CSN,Embedded Software Designer
Analytics,10,0,4,1,1,9,2,3,4,0,8,7,9,7,4,Data,Data scientist
Business,4,4,4,4,0,8,4,8,10,9,9,6,0,3,8,ISE,Systems Analysts
Business,0,3,0,3,4,9,3,8,10,7,10,6,4,1,9,ISE,Business Consultant
IT,9,9,6,6,4,8,7,8,6,10,4,7,8,7,8,IT,Infrastructure Engineer
IT,9,6,9,6,3,7,9,10,8,6,4,9,7,8,7,IT,Cloud Engineer
Computational  Theory,7,5,9,10,6,10,1,3,1,9,8,9,7,7,0,CS,Network Engineer
Multimedia,1,5,2,2,2,7,7,0,3,0,2,0,3,1,0,IM,3d Modeler
Programming,8,7,7,6,3,1,6,4,2,9,3,10,9,8,0,SE,Game Developer
IT,7,5,7,9,0,9,10,9,9,7,4,8,9,10,9,IT,QA Engineer
Systems,1,4,4,2,10,1,3,9,3,3,2,4,9,6,8,CSE,Systems Security Analyst
Business,3,2,1,1,4,7,1,6,10,10,6,6,1,2,8,ISE,Database Administrator
Cyber,4,0,3,0,10,4,0,6,6,10,1,0,3,4,2,Cyber,Penetration and Vulnerability Tester
Cyber,3,1,0,4,6,4,2,6,9,7,3,1,0,0,1,Cyber,Forensics Investigator
Business,3,3,3,0,3,10,4,7,6,10,7,5,0,4,7,ISE,Database Administrator
Business,2,0,2,0,4,10,3,9,9,10,6,9,2,4,9,ISE,Systems Analysts
Systems,0,0,4,1,8,2,1,7,2,3,0,0,8,7,10,CSE,Network Engineer
Analytics,8,0,4,1,4,8,0,3,4,3,10,5,10,9,3,Data,Database Admin
Programming,10,5,9,8,4,1,7,0,2,9,1,5,8,8,0,SE,ERP Consultant
Systems,3,0,3,3,10,2,2,8,4,3,3,0,10,6,9,CSE,Computer System Design Engineer
Systems,1,2,2,3,7,2,3,7,2,0,4,1,9,7,8,CSE,Network Security Specialist
Networking,3,2,0,2,6,2,2,7,10,9,3,3,0,3,3,CSN,Embedded Software Designer
Networking,2,3,4,3,6,0,0,9,7,10,3,1,1,3,3,CSN,Network Architect
Multimedia,1,6,1,3,1,6,9,0,2,3,2,1,1,4,1,IM,UI Engineer
Cyber,1,3,1,4,7,2,2,7,8,8,4,3,4,0,4,Cyber,IT Auditor
Programming,7,8,7,6,3,2,10,1,0,8,4,7,10,9,2,SE,Software Architect
Cyber,2,3,0,4,8,3,0,10,9,10,2,0,3,0,2,Cyber,Incident Responder
Systems,0,1,0,4,9,1,3,9,2,2,1,2,8,8,8,CSE,Computer System Design Engineer
Programming,10,8,10,6,0,4,10,3,4,7,0,5,10,8,2,SE,Software Architect
Programming,10,6,8,10,1,1,9,1,2,8,4,9,7,6,3,SE,Product Specialist
Computational  Theory,7,6,6,9,6,10,2,4,2,7,10,8,6,9,0,CS,Network Engineer
Programming,10,5,9,6,1,4,7,4,4,8,1,6,8,9,1,SE,Application Engineer
Multimedia,0,10,2,1,3,7,10,0,2,4,3,4,4,3,4,IM,3d Modeler
Multimedia,1,9,2,4,3,7,10,1,2,0,4,4,1,2,3,IM,3D Visualizer
Cyber,4,3,2,0,7,2,2,6,10,7,2,3,2,1,2,Cyber,Network Administrator
Systems,2,2,3,0,6,2,3,8,2,1,1,3,10,7,9,CSE,Network Security Specialist
Computational  Theory,7,6,9,10,7,7,3,3,4,6,10,5,8,7,4,CS,Technical Consultant
Business,4,1,3,1,4,8,0,10,8,9,9,7,4,1,10,ISE,Information Security Analyst
IT,7,6,8,6,2,6,10,10,8,10,3,6,7,6,9,IT,Web Designer
Computational  Theory,7,6,10,9,9,10,4,0,4,9,10,10,10,6,0,CS,Technical Consultant
Computational  Theory,6,7,10,7,10,8,0,2,3,9,9,9,7,7,3,CS,Technical Consultant
Computational  Theory,8,6,7,6,6,10,2,0,1,7,8,5,10,8,4,CS,ML Engineer
IT,10,6,7,7,1,7,9,10,9,9,0,5,6,8,5,IT,TechOps EngineerDevops Engineer
Business,3,4,0,2,2,9,4,7,10,6,6,7,3,3,7,ISE,IT Consultant
Systems,2,0,1,2,6,1,2,9,2,4,2,4,7,8,6,CSE,Computer System Design Engineer
Networking,0,1,1,2,8,3,0,7,6,10,1,0,3,3,1,CSN,Endpoint Engineer
Business,3,3,4,0,3,8,3,6,6,7,7,5,4,2,10,ISE,IT Consultant
Programming,8,9,9,10,4,3,9,3,3,9,4,6,7,6,1,SE,Technical Consultant
IT,7,9,9,9,4,7,10,6,9,8,0,10,6,10,6,IT,Cloud Engineer
Analytics,8,0,2,1,1,8,3,1,2,0,7,7,10,7,3,Data,Business Analyst
Multimedia,3,7,4,0,1,7,7,2,0,4,4,1,0,0,0,IM,Multimedia Developer
Analytics,9,1,0,0,4,10,1,0,1,4,9,8,7,7,0,Data,Business Analyst
Systems,3,2,2,2,7,1,4,7,1,1,3,1,6,6,10,CSE,Industrial Engineer
Analytics,6,3,3,4,3,7,3,4,4,4,5,6,6,8,1,Data,Data Engineer
Cyber,1,0,4,0,7,1,2,9,6,8,4,3,2,0,1,Cyber,Architect-Security
IT,6,8,9,7,1,10,10,7,7,9,1,7,6,7,9,IT,Infrastructure Engineer
Multimedia,2,9,2,1,0,10,8,3,1,0,1,3,0,3,1,IM,Game Concept designer
Multimedia,1,6,1,4,3,9,9,4,2,1,2,4,3,1,0,IM,Game Concept designer
Computational  Theory,8,8,6,8,10,8,2,2,1,8,10,7,7,7,4,CS,Network Engineer
Multimedia,3,5,0,2,4,8,6,1,3,4,1,3,4,4,0,IM,3d Modeler
Business,4,3,0,2,0,8,1,7,10,7,9,5,1,0,5,ISE,Information Security Analyst
IT,7,5,7,7,1,8,6,9,7,6,4,6,7,9,7,IT,Infrastructure Engineer
IT,8,6,6,10,4,6,7,10,8,6,3,6,6,10,6,IT,Infrastructure Engineer
Cyber,1,1,2,2,7,2,0,8,8,7,0,3,3,4,2,Cyber,Network Security Engineer
Computational  Theory,9,9,6,8,9,10,1,3,4,6,6,9,10,8,3,CS,Web Designer
Multimedia,1,10,4,2,3,7,6,2,1,0,2,1,1,2,1,IM,Interior Designers
Cyber,1,0,0,4,8,1,1,6,10,6,0,4,2,1,2,Cyber,Network Security Engineer
IT,9,8,9,10,0,8,7,9,8,9,3,6,10,6,9,IT,Support Engineer
Business,2,2,0,1,0,10,2,9,9,8,5,6,0,2,7,ISE,Data Analyst
Networking,4,4,1,4,9,4,4,10,9,10,3,1,0,1,0,CSN,System Designer
IT,6,5,8,6,0,8,10,10,8,9,0,5,8,8,8,IT,Data Analyst
Business,1,4,0,2,3,10,3,10,6,7,8,8,1,3,8,ISE,Information Security Analyst
Multimedia,0,10,3,0,1,7,10,3,2,1,3,0,4,0,1,IM,Game Developer
Programming,7,5,7,9,1,4,9,2,1,7,4,9,6,6,0,SE,Application Engineer
Business,0,0,2,0,1,10,3,8,10,10,6,10,0,1,5,ISE,IS Auditor
Systems,4,0,2,2,8,4,1,9,0,3,1,1,10,8,7,CSE,Computer Support Specialist
Systems,2,1,3,2,6,4,1,8,3,0,0,2,9,6,6,CSE,Systems Security Analyst
Computational  Theory,9,9,10,8,9,6,0,4,4,7,9,6,6,7,1,CS,Web Designer
Programming,8,9,7,6,3,1,10,2,0,8,3,6,7,10,1,SE,Product Specialist
Computational  Theory,9,7,9,7,8,10,3,2,2,8,5,8,8,9,2,CS,Network Engineer
Business,4,4,1,2,1,9,1,9,9,9,10,6,2,1,7,ISE,Business Analyst
Programming,7,7,10,8,4,1,7,1,2,6,2,7,9,9,2,SE,UI/UX Engineer
Business,3,2,0,4,1,8,2,10,9,9,8,6,4,4,8,ISE,IS Auditor
Programming,6,5,8,8,4,4,7,1,0,8,0,5,8,7,2,SE,Application Engineer
Analytics,9,4,1,1,4,6,3,3,0,2,10,7,7,10,1,Data,Data Analyst
Programming,8,10,6,7,3,3,6,2,3,9,4,6,8,7,2,SE,Game Developer
Analytics,10,1,3,2,1,7,3,1,4,4,8,7,9,10,0,Data,IT Consultant
Systems,1,1,0,4,7,3,3,10,1,3,1,1,9,6,10,CSE,Network Security Specialist
Business,2,3,1,1,3,8,3,8,8,10,10,6,1,2,6,ISE,IT Consultant
Computational  Theory,8,6,6,10,7,6,3,3,0,8,7,6,9,8,2,CS,Data scientist
Business,2,0,1,2,2,10,0,7,8,7,8,10,2,2,8,ISE,IT Consultant
Networking,0,1,4,0,7,1,3,10,9,6,3,4,2,2,0,CSN,Network Architect
Analytics,6,4,0,0,1,7,0,2,1,4,10,8,7,6,2,Data,Data scientist
Multimedia,1,10,2,2,2,6,10,2,3,1,3,0,0,3,4,IM,UI Engineer
