Faculty,Interested_Field,GPA,Work_Experience,TopUp,Career_Choice,Position
Aggriculture,Animal Nutrition,2.9,8,Animal Science,Animal Nutritionist,Intern
Aggriculture,Animal Behavior,3.04,13,Animal Science,Animal Behaviorist,Associate
Aggriculture,Livestock Management,3.58,8,Animal Science,Livestock Manager,Intern
Aggriculture,Animal Genetics,3.51,1,Animal Science,Animal Geneticist,Intern
Aggriculture,Animal Welfare,3,3,Animal Science,Animal Welfare Officer,Intern
Aggriculture,Animal Biotechnology,2.83,2,Animal Science,Animal Biotechnologist,Intern
Aggriculture,Animal Physiology,3.41,1,Animal Science,Animal Physiologist,Intern
Aggriculture,Aquaculture,2.99,5,Fisheries,Aquaculturist,Intern
Aggriculture,Fisheries Management,3.23,11,Fisheries,Fisheries Manager,Intern
Aggriculture,Marine Biology,3.16,0,Fisheries,Marine Biologist,Intern
Aggriculture,Fishery Science,3.17,15,Fisheries,Fishery Scientist,Associate
Aggriculture,Fish Health Management,2.97,17,Fisheries,Fish Health Manager,Associate
Aggriculture,Fishery Conservation,3.34,9,Fisheries,Fishery Conservationist,Intern
Aggriculture,Fishery Economics,2.97,9,Fisheries,Fishery Economist,Intern
Aggriculture,Fish Processing,3.42,15,Fisheries,Fish Processing Technician,Associate
Health Science,Clinical Laboratory Science,2.57,16,Medical Laboratory Science,Clinical Laboratory Scientist,Associate
Health Science,Hematology,3.5,15,Medical Laboratory Science,Hematologist,Associate
Health Science,Immunology,3.12,0,Medical Laboratory Science,Immunologist,Intern
Health Science,Microbiology,3.11,16,Medical Laboratory Science,Microbiologist,Associate
Health Science,Molecular Diagnostics,2.61,15,Medical Laboratory Science,Molecular Diagnostics Technologist,Associate
Health Science,Histology,3.65,16,Medical Laboratory Science,Histotechnologist,Associate
Health Science,Blood Banking,2.53,16,Medical Laboratory Science,Blood Bank Technologist,Associate
Health Science,Cytotechnology,2.96,7,Medical Laboratory Science,Cytotechnologist,Intern
Health Science,Registered Nurse,2.74,12,Science in Nursing,Registered Nurse,Associate
Health Science,Nurse Practitioner,3.21,15,Science in Nursing,Nurse Practitioner,Associate
Health Science,Critical Care Nursing,2.64,9,Science in Nursing,Critical Care Nurse,Intern
Health Science,Pediatric Nursing,2.77,5,Science in Nursing,Pediatric Nurse,Intern
Health Science,Geriatric Nursing,2.91,8,Science in Nursing,Geriatric Nurse,Intern
Health Science,Public Health Nursing,2.6,1,Science in Nursing,Public Health Nurse,Intern
Health Science,Oncology Nursing,3.22,12,Science in Nursing,Oncology Nurse,Associate
Health Science,Psychiatric Nursing,3.35,6,Science in Nursing,Psychiatric Nurse,Intern
Health Science,Pharmacist,2.59,1,Pharmacy,Pharmacist,Intern
Health Science,Pharmaceutical Research,2.88,7,Pharmacy,Pharmaceutical Researcher,Intern
Health Science,Clinical Pharmacy,2.95,7,Pharmacy,Clinical Pharmacist,Intern
Health Science,Pharmacology,2.88,16,Pharmacy,Pharmacologist,Associate
Health Science,Pharmacy Management,2.65,16,Pharmacy,Pharmacy Manager,Associate
Health Science,Pharmaceutical Sales,3.06,15,Pharmacy,Pharmaceutical Sales Rep,Associate
Health Science,Pharmacy Informatics,3.37,12,Pharmacy,Pharmacy Informatics,Associate
Health Science,Compounding Pharmacy,2.81,12,Pharmacy,Compounding Pharmacist,Associate
Health Science,Physical Therapist,3.39,14,Physiotherapy,Physical Therapist,Associate
Health Science,Sports Rehabilitation,3.27,9,Physiotherapy,Sports Rehabilitation,Intern
Health Science,Neurological Rehabilitation,3.24,9,Physiotherapy,Neurological Rehabilitation,Intern
Health Science,Pediatric Physiotherapy,2.84,0,Physiotherapy,Pediatric Physiotherapist,Intern
Health Science,Geriatric Physiotherapy,2.63,13,Physiotherapy,Geriatric Physiotherapist,Associate
Health Science,Orthopedic Rehabilitation,2.67,15,Physiotherapy,Orthopedic Rehabilitation,Associate
Health Science,Cardiovascular Physiotherapy,2.55,2,Physiotherapy,Cardiovascular Physiotherapist,Intern
Health Science,Respiratory Physiotherapy,2.84,9,Physiotherapy,Respiratory Physiotherapist,Intern
Health Science,Diagnostic Radiographer,3.61,13,Radiography and Radiotherapy,Diagnostic Radiographer,Associate
Health Science,Radiation Therapist,3.26,13,Radiography and Radiotherapy,Radiation Therapist,Associate
Health Science,Computed Tomography (CT) Technologist,3.32,9,Radiography and Radiotherapy,CT Technologist,Intern
Health Science,Magnetic Resonance Imaging (MRI) Technologist,2.53,0,Radiography and Radiotherapy,MRI Technologist,Intern
Health Science,Nuclear Medicine Technologist,2.54,5,Radiography and Radiotherapy,Nuclear Medicine Technologist,Intern
Health Science,Radiation Oncology,3.16,12,Radiography and Radiotherapy,Radiation Oncologist,Associate
Health Science,Radiology Education,3.17,16,Radiography and Radiotherapy,Radiology Educator,Associate
Health Science,Radiology Information Systems (RIS),2.92,8,Radiography and Radiotherapy,RIS Administrator,Intern
business,Marketing,3.63,15,Business Administration,Marketing Manager,Associate
business,Finance,3.45,6,Business Administration,Financial Analyst,Intern
business,Human Resource Management,3.54,17,Business Administration,Human Resources Manager,Associate
business,Operations Management,3.11,17,Business Administration,Operations Manager,Associate
business,Strategic Management,3.14,6,Business Administration,Strategic Planner,Intern
business,Business Development,3.58,10,Business Administration,Business Development Manager,Intern
business,Project Management,3,15,Business Administration,Project Manager,Associate
business,Supply Chain Management,2.58,16,Business Administration,Supply Chain Manager,Associate
business,International Business,3.08,16,Business Administration,International Business Consultant,Associate
business,Organizational Behavior,3.04,9,Business Administration,Organizational Behavior Specialist,Intern
business,Accounting,2.93,6,Commerce (B.Com),Accountant,Intern
business,Financial Management,2.92,0,Commerce (B.Com),Financial Manager,Intern
business,Auditing,3.64,1,Commerce (B.Com),Auditor,Intern
business,Taxation,3.19,5,Commerce (B.Com),Tax Consultant,Intern
business,Financial Planning,3.02,7,Commerce (B.Com),Financial Planner,Intern
business,Cost Accounting,3.01,17,Commerce (B.Com),Cost Accountant,Associate
business,Business Law,3.41,10,Commerce (B.Com),Corporate Lawyer,Intern
business,E-commerce,2.56,14,Commerce (B.Com),E-commerce Manager,Associate
business,Investment Banking,3.04,12,Commerce (B.Com),Investment Banker,Associate
business,Risk Management,2.77,11,Commerce (B.Com),Risk Manager,Intern
business,Data Analytics,3,4,Computation and Management,Data Analyst,Intern
business,Business Intelligence,3.27,5,Computation and Management,Business Intelligence Analyst,Intern
business,Information Systems,2.87,7,Computation and Management,Information Systems Manager,Intern
business,IT Consulting,2.5,3,Computation and Management,IT Consultant,Intern
business,Technology Project Management,2.86,17,Computation and Management,Technology Project Manager,Associate
business,Database Management,2.95,12,Computation and Management,Database Administrator,Associate
business,Web Development,3.15,5,Computation and Management,Web Developer,Intern
business,IT Service Management,3.31,8,Computation and Management,IT Service Manager,Intern
business,Cloud Computing,3.42,10,Computation and Management,Cloud Architect,Intern
business,Cybersecurity,3.48,12,Computation and Management,Cybersecurity Analyst,Associate
business,Entrepreneurship,3.17,3,Business Administration,Entrepreneur,Intern
business,Small Business Management,3.44,12,Business Administration,Small Business Owner,Associate
business,Digital Marketing,2.67,3,Business Administration,Digital Marketing Specialist,Intern
business,Social Media Management,3.21,13,Business Administration,Social Media Manager,Associate
business,Business Analytics,2.81,0,Business Administration,Business Analyst,Intern
business,Sales Management,3.21,17,Business Administration,Sales Manager,Associate
business,Supply Chain Analytics,3.13,8,Business Administration,Supply Chain Analyst,Intern
business,Customer Relationship Management (CRM),2.92,5,Business Administration,CRM Specialist,Intern
business,Business Strategy,2.5,11,Business Administration,Business Strategist,Intern
business,Leadership and Management,2.7,0,Business Administration,Leadership Development Manager,Intern
business,Business Analytics,2.97,1,Business Science,Business Analyst,Intern
business,Marketing Research,3.63,17,Business Science,Market Research Analyst,Associate
business,Operations Research,3.65,11,Business Science,Operations Research Analyst,Intern
business,Financial Modelling and Analysis,2.74,1,Business Science,Financial Analyst,Intern
business,Strategic Management,2.65,11,Business Science,Strategic Planner,Intern
business,Business Intelligence,3.47,17,Business Science,Business Intelligence Analyst,Associate
business,Data Mining and Visualization,3.01,14,Business Science,Data Analyst,Associate
business,Risk Management,3.6,2,Business Science,Risk Manager,Intern
business,Econometrics,2.92,4,Business Science,Econometrician,Intern
business,Supply Chain Management,3.69,16,Business Science,Supply Chain Manager,Associate
business,Logistics Manager,3.42,16,Transport & Logistics Management,Logistics Manager,Associate
business,Supply Chain Manager,2.59,13,Transport & Logistics Management,Supply Chain Manager,Associate
business,Transportation Coordinator,3.26,15,Transport & Logistics Management,Transportation Coordinator,Associate
business,Warehouse Manager,3.51,3,Transport & Logistics Management,Warehouse Manager,Intern
business,Freight Forwarder,3.08,1,Transport & Logistics Management,Freight Forwarder,Intern
business,Inventory Control Specialist,2.71,17,Transport & Logistics Management,Inventory Control Specialist,Associate
business,Distribution Manager,2.63,16,Transport & Logistics Management,Distribution Manager,Associate
business,International Trade Specialist,3.12,10,Transport & Logistics Management,International Trade Specialist,Intern
business,Operations Analyst,2.9,14,Transport & Logistics Management,Operations Analyst,Associate
business,Technology Manager,2.68,12,Management of Technology,Technology Manager,Associate
business,Innovation Manager,3.11,11,Management of Technology,Innovation Manager,Intern
business,Research and Development Manager,3.05,6,Management of Technology,Research and Development Manager,Intern
business,Product Manager,2.7,16,Management of Technology,Product Manager,Associate
business,Technology Consultant,2.61,9,Management of Technology,Technology Consultant,Intern
business,Project Manager,3.44,14,Management of Technology,Project Manager,Associate
business,Business Analyst,3.62,3,Management of Technology,Business Analyst,Intern
business,Technology Commercialization Specialist,2.8,15,Management of Technology,Technology Commercialization Specialist,Associate
business,Technology Strategist,2.9,7,Management of Technology,Technology Strategist,Intern
business,Change Management Specialist,3.41,9,Management of Technology,Change Management Specialist,Intern
business,Startup Founder,2.65,9,Entrepreneurship,Startup Founder,Intern
business,Business Consultant,3.57,2,Entrepreneurship,Business Consultant,Intern
business,Venture Capitalist,3.57,14,Entrepreneurship,Venture Capitalist,Associate
business,Small Business Owner,3.56,4,Entrepreneurship,Small Business Owner,Intern
business,Social Entrepreneur,2.59,1,Entrepreneurship,Social Entrepreneur,Intern
business,Business Incubator Manager,2.66,8,Entrepreneurship,Business Incubator Manager,Intern
business,Entrepreneurship Educator,3.5,2,Entrepreneurship,Entrepreneurship Educator,Intern
business,Innovation Strategist,3.45,11,Entrepreneurship,Innovation Strategist,Intern
business,Franchise Owner,3.67,0,Entrepreneurship,Franchise Owner,Intern
business,Angel Investor,3.37,15,Entrepreneurship,Angel Investor,Associate
Arts,Teacher,3.2,6, Education (BEd),Teacher,Intern
Arts,Education Administrator,2.9,15, Education (BEd),Education Administrator,Associate
Arts,Curriculum Developer,3.36,12, Education (BEd),Curriculum Developer,Associate
